Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total_Promo,NumWebVisitsMonth,cluster
53,3,0,0,0,26877.0,268,74,101,13,76,20,18,40,3,1,6,2,0,6,2
78,3,0,0,0,45006.0,266,90,162,25,53,16,0,10,3,1,7,1,0,3,2
49,0,1,1,1,18978.0,37,41,2,8,1,4,7,15,1,0,3,1,0,8,0
55,2,1,1,3,22574.0,37,28,25,0,8,2,0,2,2,0,3,2,0,7,0
53,4,0,0,0,48240.0,882,73,389,91,248,64,49,41,6,3,13,3,0,5,1
48,2,1,1,2,45837.0,373,88,215,13,87,17,17,24,6,2,5,5,0,7,2
57,3,0,1,3,35791.0,35,94,27,0,5,0,0,3,1,0,3,2,0,8,0
46,4,1,1,2,117416.25,107,31,85,1,16,2,1,2,0,0,1,0,0,1,0
44,2,0,1,2,54162.0,42,31,5,6,10,6,5,10,1,0,3,1,0,4,0
62,3,1,1,1,30522.0,326,6,179,8,83,19,11,26,1,2,9,5,0,2,2
61,4,1,1,1,54456.0,404,23,352,0,27,10,0,15,6,1,7,3,0,6,2
51,2,0,0,0,31632.0,95,92,17,8,12,11,15,32,2,1,2,1,0,7,0
73,2,0,0,0,72298.0,939,52,625,35,169,58,17,35,4,3,6,1,2,1,1
44,1,0,1,1,36975.0,33,50,10,6,11,0,4,2,1,0,3,1,0,7,0
67,1,1,0,0,72635.0,981,54,390,22,323,104,35,107,6,8,6,1,1,3,1
46,2,1,1,1,13624.0,36,93,10,2,15,2,1,6,2,0,3,2,0,6,0
47,2,0,1,1,84196.0,1237,56,215,63,507,231,31,190,8,4,7,1,0,3,1
62,2,1,1,1,70971.0,1825,28,1001,17,572,93,125,17,11,11,5,7,0,7,2
45,4,0,1,2,34487.0,103,94,19,18,33,24,1,8,3,0,3,3,0,9,0
45,2,0,1,1,28769.0,191,76,41,5,129,10,3,3,4,1,4,3,0,9,0
52,4,1,1,1,69084.0,1586,43,1181,107,199,39,30,30,7,3,13,2,0,8,2
64,4,1,0,0,65488.0,963,46,603,45,207,36,18,54,3,4,6,1,0,1,1
52,1,1,1,1,62466.0,889,13,129,129,259,168,121,83,6,3,12,5,0,4,2
62,1,0,0,0,32218.0,93,27,10,24,15,13,1,30,2,1,3,1,1,7,0
49,2,0,0,0,83917.0,1587,12,514,22,732,42,198,79,6,7,7,1,0,3,1
60,2,0,1,3,46102.0,16,3,14,0,1,0,0,1,1,0,2,1,0,7,0
70,2,0,0,0,84574.0,1375,72,387,20,713,38,54,163,9,11,11,1,0,5,1
60,2,1,1,1,56181.0,393,6,121,103,69,8,44,48,4,2,7,1,0,4,2
72,3,0,1,1,63120.0,1477,53,965,69,279,54,41,69,8,4,9,5,0,7,2
51,2,1,1,1,73691.0,1179,58,707,21,250,85,43,73,6,2,8,2,1,2,1
62,2,1,1,1,63381.0,1005,78,571,50,142,33,50,159,4,5,13,4,0,2,2
74,4,1,0,0,76140.0,1348,57,586,66,653,17,0,26,5,9,6,1,0,2,1
63,4,0,1,1,62859.0,1307,37,1063,89,102,16,12,25,9,4,6,4,0,6,2
58,2,0,1,1,45906.0,486,20,305,3,27,4,3,144,5,4,4,2,1,5,2
75,3,1,0,0,77632.0,2252,73,1200,105,758,0,42,147,4,2,6,1,2,2,1
51,4,1,1,2,46463.0,235,56,163,2,40,8,11,11,3,1,6,7,0,6,2
52,2,1,0,0,105471.0,1724,36,1009,181,104,202,21,207,9,8,13,0,2,3,1
52,3,0,1,1,55282.0,235,9,125,6,73,8,4,19,3,1,6,1,0,4,2
45,3,1,1,1,78710.0,1092,42,721,0,152,119,50,50,7,6,12,3,0,4,2
64,2,1,1,1,66886.0,599,28,315,4,62,41,31,146,7,1,7,2,0,5,2
62,3,0,0,0,98777.0,2008,23,1000,19,711,125,115,38,4,6,9,0,1,1,1
37,2,1,1,1,29103.0,48,38,16,0,17,6,3,6,1,0,3,2,0,9,0
48,2,1,1,1,67445.0,1174,63,757,80,217,29,80,11,9,6,12,5,0,6,2
72,4,1,1,1,50616.0,67,71,30,2,25,0,1,9,1,1,4,1,0,2,0
67,2,0,1,1,49431.0,365,9,219,3,100,26,0,17,7,1,5,2,0,8,2
47,2,0,0,0,117416.25,6,81,1,1,1,1,1,1,0,0,0,0,0,0,0
69,2,1,1,1,61278.0,165,87,111,3,28,2,6,15,3,1,4,2,0,6,0
64,1,1,0,0,26490.0,210,92,45,47,52,21,20,25,3,1,5,2,0,6,0
75,4,1,1,1,73059.0,1095,36,410,112,420,0,82,71,9,3,13,1,0,4,2
56,4,0,1,3,46734.0,223,86,100,1,39,6,1,76,3,2,3,4,1,6,2
59,2,1,1,1,56253.0,597,83,509,0,65,7,11,5,7,2,9,4,0,6,2
37,2,1,1,1,19986.0,22,74,3,6,5,0,2,6,0,0,3,1,0,7,0
47,2,0,1,1,58330.0,1064,87,445,53,213,104,98,151,6,4,13,1,0,4,1
42,0,1,0,0,25965.0,74,29,2,2,11,41,7,11,2,0,3,1,0,8,0
66,3,1,0,0,14661.0,26,88,4,1,11,6,2,2,1,0,3,1,0,6,0
63,2,1,0,0,18690.0,60,77,6,1,7,23,4,19,1,1,2,1,0,8,0
48,4,1,1,1,45068.0,20,25,14,0,3,0,0,3,1,0,2,1,0,7,0
35,0,0,1,1,21063.0,59,34,1,10,11,19,3,15,2,0,3,2,0,6,0
54,4,1,1,1,29187.0,34,43,26,0,6,0,0,2,1,0,3,1,0,8,0
51,1,1,1,2,54690.0,198,76,111,16,37,7,9,18,3,1,5,3,0,3,2
58,4,1,1,1,59304.0,1048,81,418,61,428,80,51,10,7,8,10,3,0,5,2
60,3,0,1,2,59247.0,574,87,327,9,122,19,14,83,5,2,9,5,0,6,2
52,2,0,1,1,66731.0,1029,33,371,159,194,58,106,141,4,3,6,4,0,3,1
42,2,1,1,1,77353.0,670,38,275,59,107,69,101,59,6,4,8,2,0,4,1
47,4,0,1,1,52614.0,990,63,789,0,142,12,9,38,2,4,8,2,0,8,2
48,2,1,1,2,26751.0,11,26,1,1,5,0,3,1,1,0,2,1,0,8,0
59,4,1,1,1,81300.0,1241,17,1004,12,145,32,12,36,10,3,5,3,1,5,2
43,2,0,0,0,70337.0,576,75,187,81,149,25,43,91,2,2,12,1,0,1,1
37,1,1,1,1,36145.0,172,13,56,4,76,17,1,18,4,1,3,4,1,9,0
42,4,0,0,0,65295.0,664,19,365,32,117,34,110,6,3,3,13,1,0,2,1
59,2,0,1,1,68118.0,928,51,595,23,123,10,23,154,8,9,4,2,0,6,2
55,2,0,0,0,68743.0,2074,81,1132,134,384,175,134,115,11,5,13,1,0,7,1
40,1,1,0,0,41039.0,467,32,34,11,137,179,61,45,8,1,5,1,0,8,1
67,2,1,1,1,38946.0,257,84,116,6,82,6,6,41,3,1,6,2,0,5,2
55,2,1,0,0,65777.0,1146,87,565,32,435,28,32,54,2,8,6,1,0,1,1
46,4,0,1,1,66476.0,689,99,372,18,126,47,48,78,5,2,11,2,0,4,2
50,4,0,0,0,86857.0,2114,96,899,102,838,133,102,40,5,6,10,1,0,2,1
40,4,1,0,0,117416.25,1717,21,55,16,1622,17,3,4,0,28,1,15,0,0,1
33,4,1,0,0,77845.0,1346,40,760,40,480,0,40,26,3,5,12,1,2,1,1
53,4,1,0,0,69476.0,1044,3,260,86,559,63,9,67,4,6,4,1,0,2,1
62,4,0,1,1,50611.0,493,98,459,0,24,6,0,4,4,5,7,6,1,6,2
52,2,0,0,0,61209.0,957,73,466,0,224,119,49,99,5,3,4,1,0,2,1
64,3,1,1,1,42315.0,270,90,67,15,80,17,11,80,1,4,4,3,0,3,2
70,0,1,0,0,13084.0,29,29,2,0,7,3,7,10,1,0,3,1,0,6,0
73,3,0,1,2,47570.0,121,3,67,1,20,0,2,31,2,2,2,3,0,7,0
61,3,1,1,2,61923.0,126,94,92,4,18,3,3,6,2,1,4,1,0,3,0
27,2,0,0,0,34824.0,23,65,4,2,11,2,0,4,1,0,2,1,0,6,0
73,4,0,1,2,26518.0,57,33,20,1,28,3,3,2,2,0,3,3,0,8,0
61,2,0,0,0,45938.0,636,46,273,11,178,62,83,29,8,4,6,2,0,6,1
62,2,1,0,0,78468.0,1004,29,434,22,388,104,22,34,10,7,10,1,1,4,1
49,2,0,1,1,78901.0,734,99,321,11,309,33,26,34,9,3,5,3,0,4,2
44,2,1,1,2,71427.0,614,26,212,123,177,15,64,23,8,2,8,2,0,4,2
44,2,0,1,1,71022.0,1453,30,909,12,278,0,12,242,5,2,11,3,1,8,2
34,3,0,0,0,90247.0,1621,27,1184,32,352,21,16,16,3,4,7,1,3,1,1
54,3,0,1,1,41335.0,187,24,112,19,21,16,14,5,4,1,4,3,0,7,0
36,2,1,1,1,71952.0,1443,93,656,80,455,52,107,93,8,4,8,2,2,4,1
52,4,0,1,1,35682.0,57,34,23,0,8,6,2,18,1,1,3,1,0,2,0
71,2,0,1,1,43185.0,637,88,537,6,42,16,6,30,9,3,6,2,0,8,2
74,4,1,1,1,66375.0,948,96,712,0,45,0,0,191,2,4,5,3,1,7,2
51,3,1,1,1,35178.0,59,10,23,1,13,2,2,18,1,1,2,1,1,7,0
36,2,1,1,1,25252.0,18,26,1,3,4,2,2,6,1,0,2,1,0,8,0
57,3,0,1,1,55250.0,903,49,664,58,83,32,0,66,7,5,10,4,0,5,2
47,2,0,1,1,33249.0,112,11,6,10,21,19,14,42,2,1,3,2,0,6,0
69,2,1,0,0,58398.0,596,44,299,5,201,21,21,49,5,4,8,3,0,4,1
40,2,1,1,1,50272.0,233,75,99,13,66,43,8,4,4,1,5,3,0,7,0
47,4,1,0,0,76618.0,1511,64,749,40,294,121,160,147,3,2,5,1,0,1,1
62,1,0,0,0,87305.0,1152,19,345,25,501,63,138,80,5,3,8,1,1,2,1
44,2,1,1,1,25851.0,48,45,9,4,18,7,5,5,2,0,3,2,0,7,0
52,2,0,1,1,58710.0,1185,77,440,81,368,0,122,174,11,5,9,6,0,6,2
64,2,0,1,2,45160.0,21,9,8,2,5,3,0,3,1,0,2,1,0,7,0
57,3,1,1,1,74806.0,965,1,670,9,249,0,28,9,5,4,5,2,0,4,2
68,2,1,0,0,59111.0,869,90,524,0,134,28,28,155,11,1,8,1,0,7,2
38,4,1,1,1,18988.0,16,43,6,0,6,2,1,1,1,0,3,2,0,7,0
57,2,1,0,0,72190.0,1947,79,597,166,597,172,166,249,5,6,4,1,0,3,1
46,2,1,1,1,7500.0,71,19,7,0,12,13,7,32,4,1,2,5,1,9,0
56,2,1,1,1,44794.0,65,99,54,0,7,0,0,4,2,0,3,1,0,6,0
67,2,1,0,0,80395.0,1380,62,445,25,706,80,76,48,6,5,12,1,1,2,1
46,3,0,0,0,75012.0,1027,41,294,142,218,164,58,151,3,8,11,1,0,1,1
57,3,1,1,3,56962.0,411,60,292,3,77,10,3,26,6,3,5,7,0,7,2
31,2,1,0,0,89891.0,836,17,412,22,132,59,28,183,11,6,8,1,1,4,1
73,4,0,1,2,35946.0,11,24,8,0,3,0,0,0,0,0,3,1,0,5,0
69,4,1,1,2,53593.0,480,60,349,4,78,6,0,43,7,2,6,8,0,8,2
44,2,1,1,2,66373.0,606,57,328,9,124,12,24,109,4,2,10,7,0,3,2
74,4,0,1,3,45072.0,284,74,144,2,99,7,2,30,6,1,4,5,0,8,2
49,2,0,1,2,89694.0,1472,22,1126,28,211,37,28,42,4,3,4,3,3,5,2
73,2,1,0,0,72025.0,1677,46,967,0,617,43,50,0,4,8,13,1,3,2,1
49,2,1,1,1,67432.0,1335,69,432,79,341,177,136,170,8,5,4,2,0,4,1
70,3,1,1,1,70545.0,334,29,138,39,63,55,18,21,4,1,7,1,0,2,2
33,0,1,1,1,17487.0,18,37,0,0,1,7,4,6,1,0,2,1,0,7,0
53,2,1,1,1,62882.0,1338,26,509,133,497,78,24,97,7,5,6,2,0,4,1
69,4,0,1,1,64108.0,1099,8,948,10,86,13,21,21,6,9,11,4,0,5,2
66,3,1,1,2,34941.0,97,26,39,2,25,4,3,24,3,0,3,2,0,8,0
72,4,0,1,3,48767.0,63,79,28,1,21,3,0,10,2,1,3,3,0,5,0
44,1,1,1,1,38702.0,109,71,13,11,24,13,8,40,3,0,4,2,0,6,0
58,2,1,0,0,82224.0,902,83,307,26,360,138,31,40,6,9,5,1,1,3,1
70,2,1,0,0,83844.0,1574,57,901,31,345,75,31,191,4,4,11,1,1,1,1
47,1,1,1,1,17003.0,38,37,2,5,12,4,8,7,2,0,4,3,0,5,0
27,2,0,0,0,71163.0,960,30,283,17,372,138,106,44,3,8,12,1,0,1,1
52,2,0,1,1,33697.0,28,34,4,3,7,0,3,11,1,0,2,1,1,7,0
68,1,1,0,0,63564.0,1215,0,769,80,252,15,34,65,10,10,7,1,1,6,1
50,4,1,0,0,83443.0,1497,89,518,42,742,55,56,84,6,10,5,1,0,2,1
64,4,1,1,1,51518.0,449,92,350,8,66,17,4,4,3,2,10,2,0,3,2
47,2,0,1,1,58330.0,1064,87,445,53,213,104,98,151,6,4,13,1,0,4,1
53,2,1,0,0,80952.0,1757,20,778,178,689,41,27,44,8,5,11,1,3,8,1
43,2,1,0,0,75507.0,1440,56,709,93,374,104,80,80,8,6,6,1,0,3,1
44,1,1,0,0,63855.0,1006,28,359,35,314,93,116,89,7,3,13,1,0,4,1
50,4,1,1,1,62220.0,1226,55,799,12,375,16,12,12,7,6,5,5,0,6,2
58,2,1,1,1,58512.0,1171,25,895,10,101,13,0,152,3,4,8,5,0,8,2
43,3,1,1,1,40662.0,92,0,40,2,23,0,4,23,2,1,3,2,0,4,0
63,4,1,1,1,38829.0,99,86,76,0,7,0,0,16,3,2,2,1,0,5,0
41,1,1,1,1,35523.0,66,8,11,5,22,12,5,11,3,0,3,2,0,7,0
55,2,0,1,2,79146.0,564,33,245,16,223,21,43,16,8,1,8,2,0,6,2
34,3,1,0,0,78285.0,1427,13,647,107,391,175,67,40,6,4,10,1,0,3,1
44,4,0,1,1,31626.0,86,12,39,1,9,2,1,34,2,1,2,1,1,7,0
70,2,0,0,0,75127.0,833,92,203,35,305,46,17,227,2,11,5,1,0,1,1
67,2,1,1,1,48726.0,242,90,138,3,38,4,0,59,3,2,4,3,0,6,0
45,2,1,0,0,74985.0,1869,8,587,51,898,247,0,86,3,6,7,1,0,2,1
35,2,1,0,0,67430.0,1364,6,595,97,291,127,133,121,11,5,12,1,0,6,1
57,1,1,1,1,46891.0,183,91,43,12,23,29,15,61,2,1,4,1,0,4,0
66,3,1,1,1,62058.0,450,52,301,7,74,10,0,58,6,1,7,4,0,6,2
43,2,1,1,1,72063.0,758,3,180,32,348,76,32,90,5,2,12,2,0,2,1
71,4,1,0,0,78939.0,1507,57,794,115,243,150,0,205,8,5,6,1,0,3,1
57,2,0,1,2,42720.0,654,9,392,5,91,28,26,112,7,3,7,8,0,8,2
50,2,1,1,2,33622.0,81,22,39,1,22,3,4,12,2,0,4,3,0,7,0
65,4,1,1,1,6835.0,137,76,107,2,12,2,2,12,0,0,1,0,0,20,0
69,2,1,1,2,41452.0,16,86,13,0,3,0,0,0,1,0,2,1,0,7,0
57,4,0,1,1,40760.0,93,64,70,0,17,0,0,6,2,1,3,2,0,6,0
64,4,1,0,0,74250.0,1158,90,680,11,392,75,0,0,2,11,4,1,0,1,1
67,3,0,1,2,51124.0,43,79,26,1,11,0,1,4,1,0,3,2,0,3,0
51,2,0,1,1,72258.0,1525,28,522,0,522,227,120,134,6,9,5,2,0,2,1
48,4,0,0,0,71466.0,1230,86,412,12,546,78,182,0,4,4,10,1,0,1,1
46,2,1,1,2,36283.0,29,42,6,5,5,8,0,5,1,0,3,2,0,4,0
52,2,0,1,1,20587.0,25,39,2,3,6,4,1,9,1,1,2,1,0,7,0
50,2,1,1,1,30467.0,24,8,1,3,8,2,5,5,1,0,2,1,0,7,0
50,2,1,1,1,31590.0,38,40,6,2,15,6,6,3,1,0,3,1,0,8,0
36,0,1,1,1,20425.0,57,5,4,12,5,3,16,17,2,0,3,2,0,7,0
62,3,1,1,2,17144.0,47,96,18,2,19,0,2,6,3,0,4,5,0,7,0
54,4,0,1,1,42564.0,813,28,324,48,186,39,18,198,6,8,4,6,1,7,2
44,3,1,1,1,43783.0,629,22,327,9,125,25,4,139,7,1,8,6,1,7,2
46,2,0,1,1,40780.0,377,30,229,27,71,13,3,34,7,1,5,4,0,9,2
77,3,1,0,0,62847.0,1612,45,521,168,706,80,76,61,3,6,4,1,0,2,1
65,4,1,0,0,82017.0,729,58,184,23,446,30,23,23,5,4,7,1,3,2,1
72,2,0,0,0,16813.0,50,49,4,8,11,12,2,13,2,0,3,1,1,7,0
44,2,1,1,2,51267.0,270,37,183,2,64,7,2,12,3,3,5,4,0,4,2
61,2,0,1,1,46524.0,177,70,31,19,35,26,14,52,1,1,5,2,0,3,0
60,3,0,0,0,45183.0,315,33,219,3,60,12,9,12,4,1,7,1,1,7,2
68,4,1,1,1,70421.0,767,98,479,28,136,75,14,35,10,3,7,3,0,6,2
57,1,0,1,1,60161.0,1071,17,584,44,212,46,8,177,11,4,8,3,0,8,2
49,2,1,0,0,73926.0,1580,54,627,91,597,159,91,15,6,5,12,1,0,3,1
54,2,1,1,1,19329.0,60,39,24,1,16,12,2,5,4,0,3,3,0,8,0
52,3,1,1,1,61872.0,573,81,330,5,159,36,27,16,4,4,9,4,0,4,2
66,2,0,1,2,46984.0,41,71,19,1,10,2,1,8,1,0,3,1,0,5,0
71,2,1,1,2,34838.0,170,62,28,23,29,29,14,47,2,1,4,3,0,6,0
78,4,0,0,0,82716.0,1167,8,606,148,228,15,148,22,6,8,13,1,0,2,1
64,2,1,0,0,48192.0,1526,76,1039,43,204,153,58,29,2,8,12,3,3,8,1
46,3,1,1,2,49681.0,458,66,411,0,26,0,0,21,7,1,7,6,0,7,2
51,3,1,1,1,56850.0,63,83,34,1,19,2,7,0,1,1,3,1,0,2,0
65,2,1,1,1,55267.0,405,28,161,28,136,32,3,45,3,4,6,4,0,3,2
50,2,1,1,2,59666.0,1027,87,623,53,178,23,17,133,3,2,8,7,1,8,2
50,2,0,1,1,72504.0,1478,43,604,26,470,123,161,94,5,9,6,2,0,2,1
41,2,1,0,0,26872.0,72,0,3,10,8,3,16,32,1,1,2,1,0,6,0
50,2,0,1,1,21359.0,48,1,12,2,17,6,1,10,2,0,3,2,0,8,0
47,2,0,0,0,73170.0,726,1,184,174,256,50,30,32,5,4,6,1,0,2,1
67,3,1,1,1,52750.0,860,72,393,0,239,90,69,69,5,7,9,6,0,4,2
36,4,1,0,0,91820.0,1497,72,410,73,747,76,161,30,5,5,12,0,0,1,1
52,4,1,1,1,65968.0,495,12,376,9,83,19,4,4,5,4,7,2,0,3,2
46,2,1,1,2,30772.0,20,89,7,2,4,2,1,4,1,0,2,1,0,6,0
68,2,0,0,0,22507.0,570,67,68,0,226,51,157,68,10,2,4,3,0,9,2
50,2,1,1,1,65685.0,769,54,642,14,49,0,7,57,9,2,9,1,0,5,2
44,1,1,1,1,25804.0,55,34,8,7,9,13,6,12,2,0,3,2,0,8,0
42,4,0,0,0,76412.0,1808,15,840,53,804,23,71,17,5,4,8,1,2,3,1
50,2,1,1,1,22063.0,55,43,7,10,13,3,11,11,2,0,3,2,0,7,0
61,2,0,0,0,57091.0,577,0,464,5,64,7,0,37,7,3,7,1,1,5,2
59,2,1,0,0,22419.0,162,74,30,3,47,19,21,42,3,2,2,1,0,8,0
63,2,1,1,1,87771.0,1957,61,1492,38,287,50,57,33,5,10,4,1,4,6,1
63,1,0,1,1,78353.0,1576,51,752,122,476,39,153,34,10,2,11,1,0,8,1
68,2,1,1,3,93404.0,1616,97,1279,15,287,20,0,15,3,4,7,3,2,5,2
60,2,0,1,3,37859.0,36,75,22,1,8,2,1,2,1,0,3,2,0,8,0
64,4,0,1,1,80995.0,1482,83,860,28,409,73,56,56,8,9,4,1,0,4,1
38,2,1,1,1,16529.0,22,23,3,0,5,13,0,1,1,0,3,1,0,6,0
46,4,0,1,2,55412.0,63,65,10,5,28,11,1,8,2,0,3,1,0,5,0
30,2,0,0,0,48789.0,680,94,351,16,156,7,5,145,6,4,7,1,0,6,1
55,4,1,1,2,56575.0,542,42,421,5,90,0,16,10,7,3,7,3,0,5,2
42,1,1,1,1,25130.0,50,10,2,5,7,0,18,18,2,0,3,2,0,7,0
55,2,1,1,2,35441.0,39,94,25,1,9,2,1,1,1,0,3,2,0,8,0
66,2,1,1,1,71391.0,1043,50,336,123,274,46,123,141,6,5,12,5,0,3,2
50,3,0,1,1,49494.0,385,46,191,9,97,0,6,82,6,1,5,2,0,7,2
42,2,0,0,0,81702.0,1633,98,563,50,774,28,31,187,7,7,12,1,0,3,1
42,1,0,1,1,45889.0,46,42,31,0,6,0,1,8,1,0,3,1,0,6,0
45,2,0,1,1,56628.0,761,30,479,5,82,7,17,171,7,6,5,2,1,5,2
72,2,1,1,2,34026.0,76,11,18,6,15,12,8,17,2,1,3,3,0,5,0
48,2,1,1,1,40049.0,290,61,91,65,52,10,44,28,3,2,6,3,0,5,2
34,2,0,1,1,34176.0,89,12,5,7,24,19,14,20,3,0,4,4,0,6,0
41,2,1,1,1,19419.0,70,76,2,14,28,16,3,7,4,0,3,4,0,9,0
62,1,1,0,0,82504.0,1066,2,362,50,431,134,35,54,3,6,7,1,0,1,1
52,2,1,0,0,81205.0,2009,43,724,74,929,97,55,130,5,6,7,1,3,2,1
31,1,0,0,0,61618.0,1345,27,605,91,399,0,45,205,3,6,8,2,0,3,1
66,3,0,1,1,55284.0,764,60,547,7,140,0,7,63,7,5,8,3,0,5,2
59,2,0,1,1,49980.0,195,79,104,1,54,13,9,14,3,1,5,2,0,5,0
42,2,1,1,2,15072.0,53,96,8,2,15,0,10,18,3,1,3,4,0,5,0
48,2,0,1,1,49166.0,368,17,224,2,25,7,0,110,5,3,3,2,0,6,2
68,4,1,1,1,65324.0,544,0,384,0,102,21,32,5,6,2,9,3,0,4,2
65,1,1,0,0,82347.0,1853,38,556,54,845,202,133,63,7,7,10,1,2,3,1
56,4,1,1,2,30843.0,35,43,24,0,2,0,0,9,1,1,2,2,1,5,0
48,4,1,1,1,46374.0,446,1,408,0,21,0,0,17,7,1,7,3,2,8,2
43,2,0,1,1,60474.0,1180,25,265,199,303,234,9,170,10,2,12,7,0,7,2
49,3,1,1,1,38576.0,41,2,34,0,7,0,0,0,1,0,3,1,0,7,0
37,2,1,1,2,55357.0,727,66,374,64,116,84,25,64,6,2,11,3,0,5,2
56,2,1,1,2,37758.0,40,49,27,2,10,0,0,1,1,0,3,2,0,8,0
33,1,1,0,0,85710.0,1062,5,600,20,350,29,30,33,6,9,10,1,1,2,1
53,2,1,1,1,23228.0,40,71,13,2,18,6,1,0,2,0,3,2,0,8,0
53,3,1,1,2,44602.0,292,35,167,2,89,0,0,34,6,1,4,6,0,8,2
35,2,1,0,0,7500.0,15,94,0,2,3,4,1,5,0,0,3,1,0,6,0
33,1,1,1,1,38683.0,341,80,46,35,69,84,41,66,4,1,6,6,0,7,2
47,1,0,1,1,49514.0,369,61,88,39,78,58,13,93,6,1,4,2,0,7,2
49,4,1,1,1,57906.0,401,29,243,11,119,10,3,15,4,2,8,3,0,4,2
56,3,0,1,1,43456.0,393,0,275,11,68,25,7,7,5,1,8,3,0,5,2
36,3,0,1,2,19485.0,10,80,6,0,4,0,0,0,1,0,2,1,0,7,0
44,2,1,1,1,53172.0,486,54,121,62,90,68,20,125,2,3,8,3,0,3,2
43,2,1,1,1,30545.0,69,71,4,12,15,19,7,12,2,0,3,2,0,7,0
39,4,1,0,0,70123.0,1727,27,1308,0,396,23,0,0,5,7,4,1,2,3,1
63,2,0,1,1,62450.0,995,61,515,47,267,62,66,38,5,5,4,2,1,3,1
46,2,1,1,1,21675.0,45,55,4,0,16,17,4,4,4,0,3,3,0,7,0
41,1,0,1,2,42395.0,182,35,48,13,57,24,15,25,3,1,4,4,0,7,0
44,3,1,1,1,61346.0,989,34,562,58,168,43,16,142,5,7,10,1,0,3,1
69,2,1,0,0,80812.0,1677,95,769,22,500,210,143,33,4,8,5,1,3,2,1
51,3,0,1,2,42835.0,595,64,379,4,93,12,9,98,6,6,4,7,0,6,2
39,2,1,1,1,39922.0,156,30,29,12,59,19,1,36,3,0,4,2,0,8,0
66,3,0,0,0,86424.0,1226,12,387,68,569,89,45,68,6,9,12,1,0,1,1
44,1,1,1,1,17117.0,128,96,12,23,38,30,18,7,3,1,3,4,0,9,0
50,2,0,1,1,24762.0,86,16,6,10,12,3,15,40,3,1,2,3,1,8,0
47,2,1,1,1,35797.0,68,16,27,1,14,4,1,21,2,0,3,2,0,8,0
47,2,0,1,2,36627.0,16,78,9,1,5,0,0,1,0,0,3,1,0,5,0
41,1,1,1,2,51111.0,55,83,22,0,19,6,5,3,2,0,3,2,0,6,0
50,4,0,0,0,86857.0,2114,96,899,102,838,133,102,40,5,6,10,1,0,2,1
52,4,1,0,0,82072.0,2018,67,889,55,685,168,92,129,3,2,13,1,0,1,1
69,4,0,1,3,46231.0,263,87,189,2,55,0,5,12,6,1,4,4,0,9,2
63,2,1,1,2,42243.0,55,34,48,0,2,0,0,5,2,0,3,2,0,7,0
60,2,1,1,2,51195.0,564,46,230,14,156,82,24,58,9,2,5,8,0,8,2
44,3,0,0,0,68092.0,1281,7,852,60,207,78,36,48,2,6,10,2,0,5,1
49,2,1,1,1,31814.0,83,73,35,3,20,4,1,20,2,0,3,2,1,9,0
57,3,0,1,2,51390.0,353,54,205,20,47,23,2,56,5,2,5,6,0,5,2
39,2,1,0,0,76630.0,1003,93,255,31,446,40,56,175,3,10,11,1,0,1,1
31,0,0,1,1,26868.0,14,52,0,0,1,8,3,2,1,0,2,1,0,7,0
79,4,0,0,0,48948.0,902,53,437,8,206,160,49,42,7,10,5,2,1,6,1
50,4,0,1,1,55260.0,1139,81,825,8,53,11,0,242,8,10,5,2,0,6,2
66,2,1,1,1,64090.0,797,8,316,58,161,76,51,135,6,9,4,1,0,5,1
64,2,0,1,1,78331.0,1638,97,756,138,354,160,169,61,10,6,7,2,0,4,1
48,4,1,1,1,37087.0,401,50,194,55,134,15,0,3,4,2,8,3,0,6,2
36,2,0,1,1,21846.0,84,38,7,17,18,6,10,26,4,0,3,4,0,8,0
64,2,1,0,0,81320.0,928,61,183,33,493,59,103,57,4,3,10,1,0,2,1
52,2,0,1,1,54137.0,203,46,171,0,11,0,1,20,4,1,4,2,0,6,0
55,2,1,0,0,66825.0,858,73,243,101,405,29,40,40,4,5,6,1,0,2,1
49,2,1,0,0,57100.0,409,19,181,21,69,39,3,96,3,3,6,1,0,3,1
53,2,1,1,3,58917.0,282,10,151,7,89,0,7,28,4,1,6,5,0,5,2
45,2,0,0,0,85072.0,1423,94,494,92,391,194,11,241,3,4,10,1,0,0,1
61,2,0,0,0,86429.0,1449,10,464,28,873,29,18,37,7,4,7,0,1,2,1
51,2,0,1,1,45684.0,28,37,5,1,5,10,0,7,1,0,2,1,0,7,0
48,2,1,1,1,47889.0,67,94,29,0,29,0,5,4,2,0,3,1,0,5,0
36,4,1,0,0,45921.0,199,23,102,9,49,24,3,12,2,1,6,1,0,4,0
56,4,0,0,0,78420.0,1453,75,604,28,674,91,28,28,3,10,8,1,0,1,1
30,2,1,0,0,75114.0,1253,40,571,12,523,63,60,24,3,10,5,1,0,2,1
59,4,0,1,1,52278.0,1198,24,953,0,71,0,0,174,10,5,10,6,0,8,2
50,3,1,1,1,35641.0,178,11,63,3,67,8,9,28,3,1,4,2,0,7,0
28,2,0,0,0,95529.0,1990,29,770,29,890,250,27,24,7,3,7,1,1,3,1
68,2,1,0,0,62820.0,976,51,398,61,265,138,61,53,3,4,6,1,0,1,1
